sample	sample1	sample2	ratio1	ratio2	reads1	reads2
MRL0013CH_MRL0059CH_50_50	MRL0013CH	MRL0059CH	50	50	50000000	50000000
MRL0014CH_MRL0059CH_50_50	MRL0014CH	MRL0059CH	50	50	50000000	50000000
MRL0015CH_MRL0059CH_50_50	MRL0015CH	MRL0059CH	50	50	50000000	50000000
MRL0017CH_MRL0059CH_50_50	MRL0017CH	MRL0059CH	50	50	50000000	50000000
MRL0018CH_MRL0059CH_50_50	MRL0018CH	MRL0059CH	50	50	50000000	50000000
MRL0028CH_MRL0059CH_50_50	MRL0028CH	MRL0059CH	50	50	50000000	50000000
MRL0056CH_MRL0059CH_50_50	MRL0056CH	MRL0059CH	50	50	50000000	50000000
MRL0057CH_MRL0059CH_50_50	MRL0057CH	MRL0059CH	50	50	50000000	50000000
MRL0058CH_MRL0059CH_50_50	MRL0058CH	MRL0059CH	50	50	50000000	50000000
MRL0064CH_MRL0059CH_50_50	MRL0064CH	MRL0059CH	50	50	50000000	50000000
MRL0066CH_MRL0059CH_50_50	MRL0066CH	MRL0059CH	50	50	50000000	50000000
MRL0143CH_MRL0059CH_50_50	MRL0143CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563294CH1_MRL0059CH_50_50	SDBBW044216563294CH1	MRL0059CH	50	50	50000000	50000000
SDBBW044216563299CH_MRL0059CH_50_50	SDBBW044216563299CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563300CH_MRL0059CH_50_50	SDBBW044216563300CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563303CH_MRL0059CH_50_50	SDBBW044216563303CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563304CH_MRL0059CH_50_50	SDBBW044216563304CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563305CH_MRL0059CH_50_50	SDBBW044216563305CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563328CH_MRL0059CH_50_50	SDBBW044216563328CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563329CH_MRL0059CH_50_50	SDBBW044216563329CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563330CH_MRL0059CH_50_50	SDBBW044216563330CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563335CH_MRL0059CH_50_50	SDBBW044216563335CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563342CH_MRL0059CH_50_50	SDBBW044216563342CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563343CH_MRL0059CH_50_50	SDBBW044216563343CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563344CH_MRL0059CH_50_50	SDBBW044216563344CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563354CH_MRL0059CH_50_50	SDBBW044216563354CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563359CH_MRL0059CH_50_50	SDBBW044216563359CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563361CH_MRL0059CH_50_50	SDBBW044216563361CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563364CH_MRL0059CH_50_50	SDBBW044216563364CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563365CH_MRL0059CH_50_50	SDBBW044216563365CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563366CH_MRL0059CH_50_50	SDBBW044216563366CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563367CH_MRL0059CH_50_50	SDBBW044216563367CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563368CH_MRL0059CH_50_50	SDBBW044216563368CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563370CH_MRL0059CH_50_50	SDBBW044216563370CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563371CH_MRL0059CH_50_50	SDBBW044216563371CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563375CH_MRL0059CH_50_50	SDBBW044216563375CH	MRL0059CH	50	50	50000000	50000000
SDBBW044216563376CH_MRL0059CH_50_50	SDBBW044216563376CH	MRL0059CH	50	50	50000000	50000000
MRL0001CH_MRL0064CH_50_50	MRL0001CH	MRL0064CH	50	50	50000000	50000000
MRL0002CH_MRL0064CH_50_50	MRL0002CH	MRL0064CH	50	50	50000000	50000000
MRL0003CH_MRL0064CH_50_50	MRL0003CH	MRL0064CH	50	50	50000000	50000000
MRL0004CH_MRL0064CH_50_50	MRL0004CH	MRL0064CH	50	50	50000000	50000000
MRL0005CH_MRL0064CH_50_50	MRL0005CH	MRL0064CH	50	50	50000000	50000000
MRL0006CH_MRL0064CH_50_50	MRL0006CH	MRL0064CH	50	50	50000000	50000000
MRL0008CH_MRL0064CH_50_50	MRL0008CH	MRL0064CH	50	50	50000000	50000000
MRL0010CH_MRL0064CH_50_50	MRL0010CH	MRL0064CH	50	50	50000000	50000000
MRL0012CH_MRL0064CH_50_50	MRL0012CH	MRL0064CH	50	50	50000000	50000000
MRL0013CH_MRL0064CH_50_50	MRL0013CH	MRL0064CH	50	50	50000000	50000000
MRL0014CH_MRL0064CH_50_50	MRL0014CH	MRL0064CH	50	50	50000000	50000000
MRL0015CH_MRL0064CH_50_50	MRL0015CH	MRL0064CH	50	50	50000000	50000000
MRL0017CH_MRL0064CH_50_50	MRL0017CH	MRL0064CH	50	50	50000000	50000000
MRL0018CH_MRL0064CH_50_50	MRL0018CH	MRL0064CH	50	50	50000000	50000000
MRL0028CH_MRL0064CH_50_50	MRL0028CH	MRL0064CH	50	50	50000000	50000000
MRL0056CH_MRL0064CH_50_50	MRL0056CH	MRL0064CH	50	50	50000000	50000000
MRL0057CH_MRL0064CH_50_50	MRL0057CH	MRL0064CH	50	50	50000000	50000000
MRL0058CH_MRL0064CH_50_50	MRL0058CH	MRL0064CH	50	50	50000000	50000000
MRL0059CH_MRL0064CH_50_50	MRL0059CH	MRL0064CH	50	50	50000000	50000000
MRL0066CH_MRL0064CH_50_50	MRL0066CH	MRL0064CH	50	50	50000000	50000000
MRL0143CH_MRL0064CH_50_50	MRL0143CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563294CH1_MRL0064CH_50_50	SDBBW044216563294CH1	MRL0064CH	50	50	50000000	50000000
SDBBW044216563299CH_MRL0064CH_50_50	SDBBW044216563299CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563300CH_MRL0064CH_50_50	SDBBW044216563300CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563303CH_MRL0064CH_50_50	SDBBW044216563303CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563304CH_MRL0064CH_50_50	SDBBW044216563304CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563305CH_MRL0064CH_50_50	SDBBW044216563305CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563328CH_MRL0064CH_50_50	SDBBW044216563328CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563329CH_MRL0064CH_50_50	SDBBW044216563329CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563330CH_MRL0064CH_50_50	SDBBW044216563330CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563335CH_MRL0064CH_50_50	SDBBW044216563335CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563342CH_MRL0064CH_50_50	SDBBW044216563342CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563343CH_MRL0064CH_50_50	SDBBW044216563343CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563344CH_MRL0064CH_50_50	SDBBW044216563344CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563354CH_MRL0064CH_50_50	SDBBW044216563354CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563359CH_MRL0064CH_50_50	SDBBW044216563359CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563361CH_MRL0064CH_50_50	SDBBW044216563361CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563364CH_MRL0064CH_50_50	SDBBW044216563364CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563365CH_MRL0064CH_50_50	SDBBW044216563365CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563366CH_MRL0064CH_50_50	SDBBW044216563366CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563367CH_MRL0064CH_50_50	SDBBW044216563367CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563368CH_MRL0064CH_50_50	SDBBW044216563368CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563370CH_MRL0064CH_50_50	SDBBW044216563370CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563371CH_MRL0064CH_50_50	SDBBW044216563371CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563375CH_MRL0064CH_50_50	SDBBW044216563375CH	MRL0064CH	50	50	50000000	50000000
SDBBW044216563376CH_MRL0064CH_50_50	SDBBW044216563376CH	MRL0064CH	50	50	50000000	50000000
MRL0001CH_MRL0066CH_50_50	MRL0001CH	MRL0066CH	50	50	50000000	50000000
MRL0002CH_MRL0066CH_50_50	MRL0002CH	MRL0066CH	50	50	50000000	50000000
MRL0003CH_MRL0066CH_50_50	MRL0003CH	MRL0066CH	50	50	50000000	50000000
MRL0004CH_MRL0066CH_50_50	MRL0004CH	MRL0066CH	50	50	50000000	50000000
MRL0005CH_MRL0066CH_50_50	MRL0005CH	MRL0066CH	50	50	50000000	50000000
MRL0006CH_MRL0066CH_50_50	MRL0006CH	MRL0066CH	50	50	50000000	50000000
MRL0008CH_MRL0066CH_50_50	MRL0008CH	MRL0066CH	50	50	50000000	50000000
MRL0010CH_MRL0066CH_50_50	MRL0010CH	MRL0066CH	50	50	50000000	50000000
MRL0012CH_MRL0066CH_50_50	MRL0012CH	MRL0066CH	50	50	50000000	50000000
MRL0013CH_MRL0066CH_50_50	MRL0013CH	MRL0066CH	50	50	50000000	50000000
MRL0014CH_MRL0066CH_50_50	MRL0014CH	MRL0066CH	50	50	50000000	50000000
MRL0015CH_MRL0066CH_50_50	MRL0015CH	MRL0066CH	50	50	50000000	50000000
MRL0017CH_MRL0066CH_50_50	MRL0017CH	MRL0066CH	50	50	50000000	50000000
MRL0018CH_MRL0066CH_50_50	MRL0018CH	MRL0066CH	50	50	50000000	50000000
MRL0028CH_MRL0066CH_50_50	MRL0028CH	MRL0066CH	50	50	50000000	50000000
MRL0056CH_MRL0066CH_50_50	MRL0056CH	MRL0066CH	50	50	50000000	50000000
MRL0057CH_MRL0066CH_50_50	MRL0057CH	MRL0066CH	50	50	50000000	50000000
MRL0058CH_MRL0066CH_50_50	MRL0058CH	MRL0066CH	50	50	50000000	50000000
MRL0059CH_MRL0066CH_50_50	MRL0059CH	MRL0066CH	50	50	50000000	50000000
MRL0064CH_MRL0066CH_50_50	MRL0064CH	MRL0066CH	50	50	50000000	50000000
MRL0143CH_MRL0066CH_50_50	MRL0143CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563294CH1_MRL0066CH_50_50	SDBBW044216563294CH1	MRL0066CH	50	50	50000000	50000000
SDBBW044216563299CH_MRL0066CH_50_50	SDBBW044216563299CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563300CH_MRL0066CH_50_50	SDBBW044216563300CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563303CH_MRL0066CH_50_50	SDBBW044216563303CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563304CH_MRL0066CH_50_50	SDBBW044216563304CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563305CH_MRL0066CH_50_50	SDBBW044216563305CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563328CH_MRL0066CH_50_50	SDBBW044216563328CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563329CH_MRL0066CH_50_50	SDBBW044216563329CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563330CH_MRL0066CH_50_50	SDBBW044216563330CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563335CH_MRL0066CH_50_50	SDBBW044216563335CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563342CH_MRL0066CH_50_50	SDBBW044216563342CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563343CH_MRL0066CH_50_50	SDBBW044216563343CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563344CH_MRL0066CH_50_50	SDBBW044216563344CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563354CH_MRL0066CH_50_50	SDBBW044216563354CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563359CH_MRL0066CH_50_50	SDBBW044216563359CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563361CH_MRL0066CH_50_50	SDBBW044216563361CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563364CH_MRL0066CH_50_50	SDBBW044216563364CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563365CH_MRL0066CH_50_50	SDBBW044216563365CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563366CH_MRL0066CH_50_50	SDBBW044216563366CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563367CH_MRL0066CH_50_50	SDBBW044216563367CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563368CH_MRL0066CH_50_50	SDBBW044216563368CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563370CH_MRL0066CH_50_50	SDBBW044216563370CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563371CH_MRL0066CH_50_50	SDBBW044216563371CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563375CH_MRL0066CH_50_50	SDBBW044216563375CH	MRL0066CH	50	50	50000000	50000000
SDBBW044216563376CH_MRL0066CH_50_50	SDBBW044216563376CH	MRL0066CH	50	50	50000000	50000000
MRL0001CH_MRL0143CH_50_50	MRL0001CH	MRL0143CH	50	50	50000000	50000000
MRL0002CH_MRL0143CH_50_50	MRL0002CH	MRL0143CH	50	50	50000000	50000000
MRL0003CH_MRL0143CH_50_50	MRL0003CH	MRL0143CH	50	50	50000000	50000000
MRL0004CH_MRL0143CH_50_50	MRL0004CH	MRL0143CH	50	50	50000000	50000000
MRL0005CH_MRL0143CH_50_50	MRL0005CH	MRL0143CH	50	50	50000000	50000000
MRL0006CH_MRL0143CH_50_50	MRL0006CH	MRL0143CH	50	50	50000000	50000000
MRL0008CH_MRL0143CH_50_50	MRL0008CH	MRL0143CH	50	50	50000000	50000000
MRL0010CH_MRL0143CH_50_50	MRL0010CH	MRL0143CH	50	50	50000000	50000000
MRL0012CH_MRL0143CH_50_50	MRL0012CH	MRL0143CH	50	50	50000000	50000000
MRL0013CH_MRL0143CH_50_50	MRL0013CH	MRL0143CH	50	50	50000000	50000000
MRL0014CH_MRL0143CH_50_50	MRL0014CH	MRL0143CH	50	50	50000000	50000000
MRL0015CH_MRL0143CH_50_50	MRL0015CH	MRL0143CH	50	50	50000000	50000000
MRL0017CH_MRL0143CH_50_50	MRL0017CH	MRL0143CH	50	50	50000000	50000000
MRL0018CH_MRL0143CH_50_50	MRL0018CH	MRL0143CH	50	50	50000000	50000000
MRL0028CH_MRL0143CH_50_50	MRL0028CH	MRL0143CH	50	50	50000000	50000000
MRL0056CH_MRL0143CH_50_50	MRL0056CH	MRL0143CH	50	50	50000000	50000000
MRL0057CH_MRL0143CH_50_50	MRL0057CH	MRL0143CH	50	50	50000000	50000000
MRL0058CH_MRL0143CH_50_50	MRL0058CH	MRL0143CH	50	50	50000000	50000000
MRL0059CH_MRL0143CH_50_50	MRL0059CH	MRL0143CH	50	50	50000000	50000000
MRL0064CH_MRL0143CH_50_50	MRL0064CH	MRL0143CH	50	50	50000000	50000000
MRL0066CH_MRL0143CH_50_50	MRL0066CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563294CH1_MRL0143CH_50_50	SDBBW044216563294CH1	MRL0143CH	50	50	50000000	50000000
SDBBW044216563299CH_MRL0143CH_50_50	SDBBW044216563299CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563300CH_MRL0143CH_50_50	SDBBW044216563300CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563303CH_MRL0143CH_50_50	SDBBW044216563303CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563304CH_MRL0143CH_50_50	SDBBW044216563304CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563305CH_MRL0143CH_50_50	SDBBW044216563305CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563328CH_MRL0143CH_50_50	SDBBW044216563328CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563329CH_MRL0143CH_50_50	SDBBW044216563329CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563330CH_MRL0143CH_50_50	SDBBW044216563330CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563335CH_MRL0143CH_50_50	SDBBW044216563335CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563342CH_MRL0143CH_50_50	SDBBW044216563342CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563343CH_MRL0143CH_50_50	SDBBW044216563343CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563344CH_MRL0143CH_50_50	SDBBW044216563344CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563354CH_MRL0143CH_50_50	SDBBW044216563354CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563359CH_MRL0143CH_50_50	SDBBW044216563359CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563361CH_MRL0143CH_50_50	SDBBW044216563361CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563364CH_MRL0143CH_50_50	SDBBW044216563364CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563365CH_MRL0143CH_50_50	SDBBW044216563365CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563366CH_MRL0143CH_50_50	SDBBW044216563366CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563367CH_MRL0143CH_50_50	SDBBW044216563367CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563368CH_MRL0143CH_50_50	SDBBW044216563368CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563370CH_MRL0143CH_50_50	SDBBW044216563370CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563371CH_MRL0143CH_50_50	SDBBW044216563371CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563375CH_MRL0143CH_50_50	SDBBW044216563375CH	MRL0143CH	50	50	50000000	50000000
SDBBW044216563376CH_MRL0143CH_50_50	SDBBW044216563376CH	MRL0143CH	50	50	50000000	50000000
MRL0001CH_SDBBW044216563294CH1_50_50	MRL0001CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0002CH_SDBBW044216563294CH1_50_50	MRL0002CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0003CH_SDBBW044216563294CH1_50_50	MRL0003CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0004CH_SDBBW044216563294CH1_50_50	MRL0004CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0005CH_SDBBW044216563294CH1_50_50	MRL0005CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0006CH_SDBBW044216563294CH1_50_50	MRL0006CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0008CH_SDBBW044216563294CH1_50_50	MRL0008CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0010CH_SDBBW044216563294CH1_50_50	MRL0010CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0012CH_SDBBW044216563294CH1_50_50	MRL0012CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0013CH_SDBBW044216563294CH1_50_50	MRL0013CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0014CH_SDBBW044216563294CH1_50_50	MRL0014CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0015CH_SDBBW044216563294CH1_50_50	MRL0015CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0017CH_SDBBW044216563294CH1_50_50	MRL0017CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0018CH_SDBBW044216563294CH1_50_50	MRL0018CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0028CH_SDBBW044216563294CH1_50_50	MRL0028CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0056CH_SDBBW044216563294CH1_50_50	MRL0056CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0057CH_SDBBW044216563294CH1_50_50	MRL0057CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0058CH_SDBBW044216563294CH1_50_50	MRL0058CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0059CH_SDBBW044216563294CH1_50_50	MRL0059CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0064CH_SDBBW044216563294CH1_50_50	MRL0064CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0066CH_SDBBW044216563294CH1_50_50	MRL0066CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0143CH_SDBBW044216563294CH1_50_50	MRL0143CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563299CH_SDBBW044216563294CH1_50_50	SDBBW044216563299CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563300CH_SDBBW044216563294CH1_50_50	SDBBW044216563300CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563303CH_SDBBW044216563294CH1_50_50	SDBBW044216563303CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563304CH_SDBBW044216563294CH1_50_50	SDBBW044216563304CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563305CH_SDBBW044216563294CH1_50_50	SDBBW044216563305CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563328CH_SDBBW044216563294CH1_50_50	SDBBW044216563328CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563329CH_SDBBW044216563294CH1_50_50	SDBBW044216563329CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563330CH_SDBBW044216563294CH1_50_50	SDBBW044216563330CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563335CH_SDBBW044216563294CH1_50_50	SDBBW044216563335CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563342CH_SDBBW044216563294CH1_50_50	SDBBW044216563342CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563343CH_SDBBW044216563294CH1_50_50	SDBBW044216563343CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563344CH_SDBBW044216563294CH1_50_50	SDBBW044216563344CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563354CH_SDBBW044216563294CH1_50_50	SDBBW044216563354CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563359CH_SDBBW044216563294CH1_50_50	SDBBW044216563359CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563361CH_SDBBW044216563294CH1_50_50	SDBBW044216563361CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563364CH_SDBBW044216563294CH1_50_50	SDBBW044216563364CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563365CH_SDBBW044216563294CH1_50_50	SDBBW044216563365CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563366CH_SDBBW044216563294CH1_50_50	SDBBW044216563366CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563367CH_SDBBW044216563294CH1_50_50	SDBBW044216563367CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563368CH_SDBBW044216563294CH1_50_50	SDBBW044216563368CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563370CH_SDBBW044216563294CH1_50_50	SDBBW044216563370CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563371CH_SDBBW044216563294CH1_50_50	SDBBW044216563371CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563375CH_SDBBW044216563294CH1_50_50	SDBBW044216563375CH	SDBBW044216563294CH1	50	50	50000000	50000000
SDBBW044216563376CH_SDBBW044216563294CH1_50_50	SDBBW044216563376CH	SDBBW044216563294CH1	50	50	50000000	50000000
MRL0001CH_SDBBW044216563299CH_50_50	MRL0001CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0002CH_SDBBW044216563299CH_50_50	MRL0002CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0003CH_SDBBW044216563299CH_50_50	MRL0003CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0004CH_SDBBW044216563299CH_50_50	MRL0004CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0005CH_SDBBW044216563299CH_50_50	MRL0005CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0006CH_SDBBW044216563299CH_50_50	MRL0006CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0008CH_SDBBW044216563299CH_50_50	MRL0008CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0010CH_SDBBW044216563299CH_50_50	MRL0010CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0012CH_SDBBW044216563299CH_50_50	MRL0012CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0013CH_SDBBW044216563299CH_50_50	MRL0013CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0014CH_SDBBW044216563299CH_50_50	MRL0014CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0015CH_SDBBW044216563299CH_50_50	MRL0015CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0017CH_SDBBW044216563299CH_50_50	MRL0017CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0018CH_SDBBW044216563299CH_50_50	MRL0018CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0028CH_SDBBW044216563299CH_50_50	MRL0028CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0056CH_SDBBW044216563299CH_50_50	MRL0056CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0057CH_SDBBW044216563299CH_50_50	MRL0057CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0058CH_SDBBW044216563299CH_50_50	MRL0058CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0059CH_SDBBW044216563299CH_50_50	MRL0059CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0064CH_SDBBW044216563299CH_50_50	MRL0064CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0066CH_SDBBW044216563299CH_50_50	MRL0066CH	SDBBW044216563299CH	50	50	50000000	50000000
MRL0143CH_SDBBW044216563299CH_50_50	MRL0143CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563294CH1_SDBBW044216563299CH_50_50	SDBBW044216563294CH1	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563300CH_SDBBW044216563299CH_50_50	SDBBW044216563300CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563303CH_SDBBW044216563299CH_50_50	SDBBW044216563303CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563304CH_SDBBW044216563299CH_50_50	SDBBW044216563304CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563305CH_SDBBW044216563299CH_50_50	SDBBW044216563305CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563328CH_SDBBW044216563299CH_50_50	SDBBW044216563328CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563329CH_SDBBW044216563299CH_50_50	SDBBW044216563329CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563330CH_SDBBW044216563299CH_50_50	SDBBW044216563330CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563335CH_SDBBW044216563299CH_50_50	SDBBW044216563335CH	SDBBW044216563299CH	50	50	50000000	50000000
SDBBW044216563342CH_SDBBW044216563299CH_50_50	SDBBW044216563342CH	SDBBW044216563299CH	50	50	50000000	50000000
